source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,phot_g_mean_mag,bp_rp,radial_velocity,radial_velocity_error,phot_variable_flag,teff_val,a_g_val
4421572044144898048,229.63461104035363,0.8046385920545976,2.0640429646489324,0.34864283388849127,,,17.72458,,,,"NOT_AVAILABLE",,
4421572868779266304,229.61740114576452,0.46206178895432637,2.083504995212175,0.7521442173150491,,,17.772459,,,,"NOT_AVAILABLE",,
4421572903142777728,229.6363299783767,0.26532062353189767,2.085414255302632,0.22772449744602494,1.3040605064316293,0.2925606273445067,14.781866,,,,"NOT_AVAILABLE",,
4421572044148165888,229.63046770110006,10.596410026989917,2.057061128386808,2.6645937223384317,,,18.583652,0.6856499,,,"NOT_AVAILABLE",,
4421572181584109568,229.65754537499382,0.4703827135959831,2.0844140992984275,0.8064106900933586,,,17.697939,,,,"NOT_AVAILABLE",,
4421573315455714816,229.65062159641795,0.18992605150271372,2.097044362737016,0.25293499961393573,-0.868074774685772,0.24596495036505722,16.711031,,,,"NOT_AVAILABLE",,
4421571906705360128,229.68044288661977,40.73005758870986,2.0596931869519546,8.128262658709808,,,18.908278,,,,"NOT_AVAILABLE",,
4421573178017322112,229.6105313188236,40.99134146204567,2.103440548577,21.84233468469955,,,19.449337,,,,"NOT_AVAILABLE",,
4421572971858482816,229.62750071413092,0.6627311470448959,2.090311037849088,0.2909306600589939,,,17.433865,,,,"NOT_AVAILABLE",,
4421573006218241792,229.63280397371338,2.3381153443917926,2.0949908826131636,1.0270844231633112,,,17.673008,,,,"NOT_AVAILABLE",,
4421573418535253760,229.6566705735167,0.19714726291603088,2.11769724293439,0.18086982614490257,1.1348454447035319,0.23753020116682902,16.788366,0.9700117,,,"NOT_AVAILABLE",5190.3335,
4421571975424946816,229.65379220227723,0.37980423376793726,2.0502092896937585,0.20477487620118298,,,18.010513,,,,"NOT_AVAILABLE",,
4421572903140141056,229.63947662397968,0.7990042810991149,2.084618290021826,0.4433860479962681,,,16.779509,,,,"NOT_AVAILABLE",,
4421572765702356352,229.61556336764664,26.738154138161903,2.067361871140491,45.21020749927975,,,18.511213,,,,"NOT_AVAILABLE",,
4421573521616835200,229.66947674218574,17.89054441319091,2.1194660791298445,30.35526188982367,,,19.417334,,,,"NOT_AVAILABLE",,
4421573659053782144,229.6349526946388,1.7711320999248497,2.126830448443841,0.8238174902337282,,,19.404537,0.6383343,,,"NOT_AVAILABLE",,
4421572593903361792,229.67393655672217,10.982231231884573,2.0956047221514953,18.684945782676998,,,18.600393,,,,"NOT_AVAILABLE",,
4421571941065150720,229.64388599710904,0.26289231962089954,2.0409452898056553,0.19888180646875506,1.0508031590635913,0.2789609040834038,18.629812,0.7008209,,,"NOT_AVAILABLE",,
4421572112863980544,229.67139203397568,0.152141219920109,2.065588863659119,0.13767674672899483,0.6304458081979482,0.17825603155030262,18.008175,0.7125988,,,"NOT_AVAILABLE",,
4421573590334058752,229.64144243447063,1.1773729508293758,2.1145195268522734,1.194000681433781,,,18.266052,,,,"NOT_AVAILABLE",,
4421572937502572672,229.64621779627794,0.06180563878878733,2.0926506233697784,0.03156642325622999,0.16891675354283844,0.04596307599455416,13.037286,1.3318539,,,"NOT_AVAILABLE",4813.0024,0.312
4421571941065323136,229.63038146374063,0.4698002504498844,2.0419511496108083,0.2714693324535351,-0.5667744100008048,0.36533808891975517,19.074543,0.5323639,,,"NOT_AVAILABLE",,
4421573659053782784,229.63255247449143,1.680583776631255,2.124892420226157,0.7369642647161085,,,19.43288,,,,"NOT_AVAILABLE",,
4421573384179212160,229.64847131589636,0.08326085845162345,2.10669541023213,0.08003613973035414,0.2949627910095796,0.10192460607861877,16.230333,0.96102333,,,"NOT_AVAILABLE",5286.9,
4421572971858560512,229.6235930084953,31.01515806620886,2.0915036944672076,9.363466250125013,,,17.577694,,,,"NOT_AVAILABLE",,
